Activity Type,Activity Name,Activity Level,Activity Year
Industry Change,10pctDropWholeTrade,1,2014
 
Sector,Event Value,Employment,Employee Compensation,	      Proprietor Income,Event Year,Retail?,Local Direct Purchase
395, -140985.73 ,,,,2014,No,1
