county,year,table,sector,description,direct,indirect,induced,total
Allegan,2006,Output,417,51-56 Professional Services,0,-37225.935860032216,-85311.608863669549,-122537.54472370174
Allegan,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-2378.3469806318039,-7665.0735397359686,-10043.420520367774
Allegan,2006,Output,518,92 Government & non NAICs,0,-1048.7915044384019,-99.690820307483918,-1148.482324745886
Alpena,2006,Output,0,Total,-715001.53614826896,-99119.375956112533,-69648.292019453103,-883769.20412383461
Alpena,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-10.372118242628616,-193.63917873414243,-204.01129697677104
Alpena,2006,Output,20,21 Mining,0,-46.589198821941686,-102.2018526914228,-148.79105151336449
Alpena,2006,Output,41,22 Utilities,0,-4859.0921331140853,-3087.860379147698,-7946.9525122617824
Alpena,2006,Output,52,23 Construction,0,-224.69140663582402,-239.65779063708953,-464.34919727291356
Alpena,2006,Output,65,31-33 Manufacturing,0,-1316.509118583971,-740.91486403832073,-2057.4239826222915
Alpena,2006,Output,395,42 Wholesale Trade,-715001.53614826896,-3461.3862494208151,-1383.3689925854662,-719846.29139027523
Alpena,2006,Output,396,44-45 Retail trade,0,-307.91718382552966,-5381.0249551159623,-5688.9421389414929
Alpena,2006,Output,408,48-49 Transportation & Warehousing,0,-11235.569946691649,-1291.5533342930135,-12527.123280984662
Alpena,2006,Output,417,51-56 Professional Services,0,-68354.759837423466,-42536.036814976527,-110890.79665239998
Alpena,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-3461.5120040601314,-12390.757777027531,-15852.26978108766
Alpena,2006,Output,518,92 Government & non NAICs,0,-5840.9767592924927,-2301.2760802059256,-8142.2528394984183
Antrim,2006,Output,0,Total,-245754.56779085301,-28248.106432917881,-12957.164396552189,-286959.83862032311
Antrim,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-10.760549963930624,-167.42226097723292,-178.18281094116355
Antrim,2006,Output,20,21 Mining,0,-61.108930211428216,-45.528584980131818,-106.63751519156004
Antrim,2006,Output,41,22 Utilities,0,-819.96186730829902,-268.09380871880779,-1088.0556760271068
Antrim,2006,Output,52,23 Construction,0,-51.410859491620577,-30.555805553241527,-81.966665044862111
Antrim,2006,Output,65,31-33 Manufacturing,0,-171.10299400410599,-86.008466183719506,-257.1114601878254
Antrim,2006,Output,395,42 Wholesale Trade,-245754.56779085301,-903.58354262987268,-230.61204563066349,-246888.76337911355
Antrim,2006,Output,396,44-45 Retail trade,0,-65.388311026795776,-584.13785180726074,-649.52616283405655
Antrim,2006,Output,408,48-49 Transportation & Warehousing,0,-3469.3761600393491,-356.04574543301294,-3825.4219054723621
Antrim,2006,Output,417,51-56 Professional Services,0,-20789.233701119443,-9531.7905868743292,-30321.024287993776
Antrim,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-1184.141033849729,-1639.6780875340146,-2823.8191213837426
Antrim,2006,Output,518,92 Government & non NAICs,0,-722.03848327330797,-17.291152859774321,-739.32963613308232
Arenac,2006,Output,0,Total,-540922.98059115501,-24546.308887207986,-14779.431215560391,-580248.7206939233
Arenac,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-6.0309231903603235,-156.52829797107475,-162.55922116143503
Arenac,2006,Output,20,21 Mining,0,-32.529533353464203,-38.543305205638575,-71.072838559102777
Arenac,2006,Output,41,22 Utilities,0,0,0,0
Arenac,2006,Output,52,23 Construction,0,-10.371624107723813,-5.4496983141210826,-15.821322421844897
Arenac,2006,Output,65,31-33 Manufacturing,0,-662.68906503722769,-39.612107192364441,-702.30117222959223
Arenac,2006,Output,395,42 Wholesale Trade,-540922.98059115501,-1957.1248750593513,-341.87648903052343,-543221.9819552449
Arenac,2006,Output,396,44-45 Retail trade,0,-40.102380191455936,-271.50118211227698,-311.60356230373293
Arenac,2006,Output,408,48-49 Transportation & Warehousing,0,-6106.15628323487,-588.12406892491833,-6694.280352159788
Arenac,2006,Output,417,51-56 Professional Services,0,-14806.431003414125,-11587.278780859126,-26393.709784273255
Arenac,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-541.26183784437012,-1744.9046291013256,-2286.1664669456964
Arenac,2006,Output,518,92 Government & non NAICs,0,-383.61136177503857,-5.6126568490221205,-389.2240186240607
Barry,2006,Output,0,Total,-697023.71778649301,-49201.658220570826,-30640.493676157155,-776865.8696832211
Barry,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-10.369133214284359,-210.95925087106971,-221.32838408535406
Barry,2006,Output,20,21 Mining,0,-69.450476611587547,-59.914496672245512,-129.36497328383308
Barry,2006,Output,41,22 Utilities,0,0,0,0
Barry,2006,Output,52,23 Construction,0,-38.945099267544201,-27.327750321968661,-66.272849589512873
Barry,2006,Output,65,31-33 Manufacturing,0,-229.62884464586537,-204.12597310942877,-433.7548177552942
Barry,2006,Output,395,42 Wholesale Trade,-697023.71778649301,-1103.7901719899382,-304.16717012155584,-698431.67512860452
Barry,2006,Output,396,44-45 Retail trade,0,-51.858026341057126,-617.0391104968395,-668.8971368378966
Barry,2006,Output,408,48-49 Transportation & Warehousing,0,-3807.1587040958234,-329.70793941478746,-4136.8666435106106
Barry,2006,Output,417,51-56 Professional Services,0,-41359.197543205635,-26470.465171895805,-67829.66271510144
Barry,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-1365.0277710272414,-2104.8008275813804,-3469.8285986086216
Barry,2006,Output,518,92 Government & non NAICs,0,-1166.2324501718499,-311.98598567207119,-1478.218435843921
Bay,2006,Output,0,Total,-2096646.8813176099,-80743.707029075973,-106986.45778455432,-2284377.0461312407
Bay,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-9.7767413619936558,-119.95026476134456,-129.72700612333821
Bay,2006,Output,20,21 Mining,0,-54.277587885824452,-55.85172781071207,-110.12931569653652
Bay,2006,Output,41,22 Utilities,0,-21905.208346348667,-12924.89737817067,-34830.105724519344
Bay,2006,Output,52,23 Construction,0,-35.250578783456085,-30.668423163627299,-65.919001947083387
Bay,2006,Output,65,31-33 Manufacturing,0,-909.01551743996743,-987.57615994242451,-1896.5916773823915
Bay,2006,Output,395,42 Wholesale Trade,-2096646.8813176099,-7228.7584664188325,-2987.8933646788769,-2106863.5331487078
Bay,2006,Output,396,44-45 Retail trade,0,-81.435105593872365,-1298.459477975028,-1379.8945835689003
Bay,2006,Output,408,48-49 Transportation & Warehousing,0,-8889.1536372611245,-3913.8218683346831,-12802.975505595809
Bay,2006,Output,417,51-56 Professional Services,0,-39426.488632944733,-78983.734123414659,-118410.22275635938
Bay,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-806.44452802293813,-4840.8401650401456,-5647.284693063084
Bay,2006,Output,518,92 Government & non NAICs,0,-1397.8978870145725,-842.76483126215146,-2240.6627182767243
Benzie,2006,Output,0,Total,-131994.059973661,-6131.4810277472707,-4202.9819746473149,-142328.5229760556
Benzie,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-0.67639404201174436,-38.592698708503356,-39.269092750515092
Benzie,2006,Output,20,21 Mining,0,-17.564314559617998,-10.316333087882384,-27.880647647500382
Benzie,2006,Output,41,22 Utilities,0,-1.6706284482283056,-1.782628361352357,-3.4532568095806626
Benzie,2006,Output,52,23 Construction,0,-10.71501302988235,-7.3864373545863691,-18.10145038446872
Benzie,2006,Output,65,31-33 Manufacturing,0,-49.912354288715477,-30.19821433270647,-80.110568621421947
Benzie,2006,Output,395,42 Wholesale Trade,-131994.059973661,-169.22904432020732,-34.82477910311907,-132198.11379708434
Benzie,2006,Output,396,44-45 Retail trade,0,-15.100595096754004,-128.23610266310124,-143.33669775985524
Benzie,2006,Output,408,48-49 Transportation & Warehousing,0,-348.36684840125713,-119.07054326083673,-467.43739166209383
Benzie,2006,Output,417,51-56 Professional Services,0,-5085.8473496060624,-3361.8615710214867,-8447.7089206275468
Benzie,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-286.52187331953968,-468.48257801868499,-755.00445133822507
Benzie,2006,Output,518,92 Government & non NAICs,0,-145.87661263499336,-2.2300887350553569,-148.10670137004871
Berrien,2006,Output,0,Total,-3662430.5923150498,-374888.29252786282,-311764.55789294798,-4349083.4427358601
Berrien,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-27.816680454135781,-1351.7421519946254,-1379.5588324487612
Berrien,2006,Output,20,21 Mining,0,-88.401771188268981,-398.02479870414237,-486.42656989241135
Berrien,2006,Output,41,22 Utilities,0,-19096.382226838607,-13647.753800394965,-32744.13602723357
Berrien,2006,Output,52,23 Construction,0,-645.51137156114726,-714.43104670824641,-1359.9424182693938
Berrien,2006,Output,65,31-33 Manufacturing,0,-23266.618212304958,-1737.4588043390797,-25004.077016644078
Berrien,2006,Output,395,42 Wholesale Trade,-3662430.5923150498,-7109.9617714704946,-3224.7564259749111,-3672765.3105124952
Berrien,2006,Output,396,44-45 Retail trade,0,-1069.7654105792271,-18454.411141712659,-19524.17655229189
Berrien,2006,Output,408,48-49 Transportation & Warehousing,0,-27824.353985412479,-6116.2260438792146,-33940.580029291697
Berrien,2006,Output,417,51-56 Professional Services,0,-265108.29322222335,-198789.68824983496,-463897.98147205857
Berrien,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-15589.397500766521,-65192.857471755589,-80782.254972522118
Berrien,2006,Output,518,92 Government & non NAICs,0,-15061.790375063672,-2137.2079576495794,-17198.998332713254
Branch,2006,Output,0,Total,-953673.74228339095,-40800.424841976572,-42008.349057449472,-1036482.5161828171
Branch,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-21.586752276827234,-617.47113800288446,-639.05789027971196
Branch,2006,Output,20,21 Mining,0,-95.330881102714983,-112.39843556522236,-207.72931666793733
Branch,2006,Output,41,22 Utilities,0,-553.73028356237728,-1047.3275989236029,-1601.0578824859801
Branch,2006,Output,52,23 Construction,0,-17.10781272586804,-18.365516691187853,-35.473329417055893
Branch,2006,Output,65,31-33 Manufacturing,0,-729.15253677825501,-439.30353880575848,-1168.4560755840128
Branch,2006,Output,395,42 Wholesale Trade,-953673.74228339095,-1749.9804395398824,-634.83698883068814,-956058.55971176154
Branch,2006,Output,396,44-45 Retail trade,0,-45.373165389209092,-701.09154321408619,-746.46470860329521
Branch,2006,Output,408,48-49 Transportation & Warehousing,0,-12871.871271540269,-2251.4840490997294,-15123.355320639999
Branch,2006,Output,417,51-56 Professional Services,0,-23379.078140956968,-33926.822300046428,-57305.900441003403
Branch,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-442.96292681172287,-1774.6850328258684,-2217.6479596375902
Branch,2006,Output,518,92 Government & non NAICs,0,-894.25063129247997,-484.56291544401972,-1378.8135467364996
Calhoun,2006,Output,0,Total,-2604100.1380163101,-119201.83012610432,-146218.8998811887,-2869520.8680236032
Calhoun,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-8.7485694155095945,-136.16132775054379,-144.90989716605338
Calhoun,2006,Output,20,21 Mining,0,-40.703486550538457,-24.494413892629161,-65.197900443167626
Calhoun,2006,Output,41,22 Utilities,0,-1.1368658302836801,-3.3319459775874467,-4.468811807871127
Calhoun,2006,Output,52,23 Construction,0,-80.764524610513547,-119.28391170175236,-200.04843631226589
Calhoun,2006,Output,65,31-33 Manufacturing,0,-2423.8824421113122,-1810.7722359605882,-4234.6546780719
Calhoun,2006,Output,395,42 Wholesale Trade,-2604100.1380163101,-5397.807741144672,-2999.7231049785833,-2612497.6688624332
Calhoun,2006,Output,396,44-45 Retail trade,0,-130.37042452199611,-3445.6367170491367,-3576.0071415711327
Calhoun,2006,Output,408,48-49 Transportation & Warehousing,0,-25545.319208551606,-3555.0207572462468,-29100.339965797852
Calhoun,2006,Output,417,51-56 Professional Services,0,-82752.531978545856,-120547.18704754193,-203299.71902608775
Calhoun,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-1617.2778226581754,-13527.53894129171,-15144.816763949888
Calhoun,2006,Output,518,92 Government & non NAICs,0,-1203.2870621638572,-49.749477798000271,-1253.0365399618574
Cass,2006,Output,0,Total,-961518.08065901801,-45328.355288330087,-48370.892704870552,-1055217.3286522187
Cass,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-13.568279740219806,-305.3164931482529,-318.88477288847281
Cass,2006,Output,20,21 Mining,0,-4.1019026575160416,-4.627554265393778,-8.7294569229098187
Cass,2006,Output,41,22 Utilities,0,-7424.7854288600411,-4175.0675733109019,-11599.853002170943
Cass,2006,Output,52,23 Construction,0,-29.515962374382038,-35.455123815434348,-64.97108618981639
Cass,2006,Output,65,31-33 Manufacturing,0,-538.43024778597874,-69.64747625852543,-608.07772404450407
Cass,2006,Output,395,42 Wholesale Trade,-961518.08065901801,-1375.577269314439,-558.9516575618801,-963452.60958589439
Cass,2006,Output,396,44-45 Retail trade,0,-45.310876459678823,-900.35970514455357,-945.67058160423244
Cass,2006,Output,408,48-49 Transportation & Warehousing,0,-3310.1958489058356,-1141.4211992843193,-4451.6170481901554
Cass,2006,Output,417,51-56 Professional Services,0,-31066.431305897433,-37592.861715857653,-68659.29302175506
Cass,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-856.23336976443954,-3505.1206215934926,-4361.3539913579334
Cass,2006,Output,518,92 Government & non NAICs,0,-664.20479657012208,-82.063584630147488,-746.26838120026957
Charlevoix,2006,Output,0,Total,-161274.81572790601,-24244.047601956052,-14499.150026134841,-200018.01335599693
Charlevoix,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-1.1894169547888955,-37.230968636797492,-38.420385591586381
Charlevoix,2006,Output,20,21 Mining,0,-27.902398524914254,-24.714974214941055,-52.617372739855313
Charlevoix,2006,Output,41,22 Utilities,0,-2978.7744750716938,-1341.5037627400914,-4320.2782378117845
Charlevoix,2006,Output,52,23 Construction,0,-119.85494151778408,-85.133375140047619,-204.98831665783169
Charlevoix,2006,Output,65,31-33 Manufacturing,0,-310.86618873795084,-48.325715478463579,-359.19190421641423
Charlevoix,2006,Output,395,42 Wholesale Trade,-161274.81572790601,-256.08307665534085,-84.399399846847544,-161615.2982044082
Charlevoix,2006,Output,396,44-45 Retail trade,0,-69.20247210381963,-996.56522239653884,-1065.7676945003584
Charlevoix,2006,Output,408,48-49 Transportation & Warehousing,0,-1757.8133024683207,-316.63213104878128,-2074.4454335171022
Charlevoix,2006,Output,417,51-56 Professional Services,0,-15787.178487788022,-8407.4942751002327,-24194.672762888269
Charlevoix,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-1590.1523527380914,-3115.7797043961173,-4705.9320571342078
Charlevoix,2006,Output,518,92 Government & non NAICs,0,-1345.0304893953271,-41.370497135981083,-1386.4009865313083
Cheboygan,2006,Output,0,Total,-202561.47051480401,-25099.934902617624,-13047.552293354005,-240708.95771077563
Cheboygan,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-22.948503852571754,-61.707847688419001,-84.656351540990741
Cheboygan,2006,Output,20,21 Mining,0,-13.774931078968734,-6.2226592615856937,-19.997590340554424
Cheboygan,2006,Output,41,22 Utilities,0,-1107.3866710520147,-373.04742963737158,-1480.4341006893865
Cheboygan,2006,Output,52,23 Construction,0,-93.498193651649657,-52.334954025250966,-145.83314767690064
Cheboygan,2006,Output,65,31-33 Manufacturing,0,-373.35618779247864,-45.420130215452971,-418.77631800793154
Cheboygan,2006,Output,395,42 Wholesale Trade,-202561.47051480401,-536.237070050498,-131.6878814337251,-203229.39546628823
Cheboygan,2006,Output,396,44-45 Retail trade,0,-119.41182861103789,-1045.6348485157432,-1165.0466771267811
Cheboygan,2006,Output,408,48-49 Transportation & Warehousing,0,-2335.0856771734179,-461.54186757290449,-2796.6275447463222
Cheboygan,2006,Output,417,51-56 Professional Services,0,-17957.004660238461,-7889.7252457123805,-25846.729905950844
Cheboygan,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-1619.9697857896804,-2958.4873321574692,-4578.4571179471504
Cheboygan,2006,Output,518,92 Government & non NAICs,0,-921.2613933268467,-21.742097133703322,-943.00349046054998
Chippewa,2006,Output,0,Total,-347459.87009001803,-34211.858146195751,-23454.508756021547,-405126.23699223535
Chippewa,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-2.0011930598423913,-48.830243466048785,-50.831436525891178
Chippewa,2006,Output,20,21 Mining,0,-22.98280897917935,-37.496809663445461,-60.479618642624807
Chippewa,2006,Output,41,22 Utilities,0,-2391.5143668100291,-1325.2006822975559,-3716.7150491075849
Chippewa,2006,Output,52,23 Construction,0,-45.2411566466793,-33.797706675207316,-79.038863321886623
Chippewa,2006,Output,65,31-33 Manufacturing,0,-153.30307349877174,-111.04953845820909,-264.35261195698081
Chippewa,2006,Output,395,42 Wholesale Trade,-347459.87009001803,-787.31980450998526,-262.28952226462292,-348509.47941679263
Chippewa,2006,Output,396,44-45 Retail trade,0,-92.367134556782176,-1357.512726288832,-1449.8798608456148
Chippewa,2006,Output,408,48-49 Transportation & Warehousing,0,-2751.1936643079707,-565.08090200557467,-3316.2745663135461
Chippewa,2006,Output,417,51-56 Professional Services,0,-21631.674801324549,-14114.07792150503,-35745.752722829573
Chippewa,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-1337.6911248022125,-4026.7717862931809,-5364.4629110953929
Chippewa,2006,Output,518,92 Government & non NAICs,0,-4996.569017699745,-1572.400917103839,-6568.9699348035838
Clare,2006,Output,0,Total,-385023.82711739198,-18594.690034563369,-10109.86737917449,-413728.38453112991
Clare,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-8.5367962390466872,-68.612698618392372,-77.149494857439066
Clare,2006,Output,20,21 Mining,0,-17.529494022951315,-10.440716612778413,-27.970210635729732
Clare,2006,Output,41,22 Utilities,0,0,0,0
Clare,2006,Output,52,23 Construction,0,-15.676043007634206,-8.1742818314913084,-23.850324839125513
Clare,2006,Output,65,31-33 Manufacturing,0,-666.61188667457986,-30.90358660444959,-697.51547327902972
Clare,2006,Output,395,42 Wholesale Trade,-385023.82711739198,-1376.3099288871163,-242.6824793668998,-386642.81952564599
Clare,2006,Output,396,44-45 Retail trade,0,-59.131537124526723,-400.78142828662214,-459.91296541114883
Clare,2006,Output,408,48-49 Transportation & Warehousing,0,-2940.434609497132,-393.32284204406261,-3333.7574515411943
Clare,2006,Output,417,51-56 Professional Services,0,-12416.133572186438,-7906.2777255333431,-20322.411297719787
Clare,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-718.84002599560631,-1043.2885456373836,-1762.1285716329894
Clare,2006,Output,518,92 Government & non NAICs,0,-375.48614092833509,-5.383074639066681,-380.8692155674018
Clinton,2006,Output,0,Total,-1432804.8011676599,-33308.214069876631,-57995.728724146291,-1524108.743961683
Clinton,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-6.2453896958061401,-461.30357993958717,-467.54896963539318
Clinton,2006,Output,20,21 Mining,0,-47.867061460948428,-79.375445461679192,-127.24250692262761
Clinton,2006,Output,41,22 Utilities,0,0,0,0
Clinton,2006,Output,52,23 Construction,0,-16.875651598914658,-15.447497454029971,-32.323149052944629
Clinton,2006,Output,65,31-33 Manufacturing,0,-388.35974792055077,-329.01119666910483,-717.37094458965566
Clinton,2006,Output,395,42 Wholesale Trade,-1432804.8011676599,-3047.9909988446161,-1233.7746528911798,-1437086.5668193956
Clinton,2006,Output,396,44-45 Retail trade,0,-78.560442641831372,-888.86594408038707,-967.42638672221847
Clinton,2006,Output,408,48-49 Transportation & Warehousing,0,-3753.0851437598753,-1414.7753951345578,-5167.8605388944343
Clinton,2006,Output,417,51-56 Professional Services,0,-25527.879255723434,-51816.873584052708,-77344.752839776149
Clinton,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-404.51215096926694,-1755.182461654799,-2159.6946126240659
Clinton,2006,Output,518,92 Government & non NAICs,0,-36.838227261382293,-1.1189668082583935,-37.957194069640686
Crawford,2006,Output,0,Total,-180556.25503657799,-5606.2783509152405,-6469.6021451073275,-192632.13553260054
Crawford,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-3.5883234601110411E-05,-3.2317204043150731,-3.2317562875496741
Crawford,2006,Output,20,21 Mining,0,-16.909122373345895,-13.085843252068722,-29.994965625414615
Crawford,2006,Output,41,22 Utilities,0,-115.85060981998363,-191.90848121491067,-307.75909103489431
Crawford,2006,Output,52,23 Construction,0,-5.1512478092695719,-5.0040521793209862,-10.155299988590558
Crawford,2006,Output,65,31-33 Manufacturing,0,-275.28912677287087,-38.242663887770291,-313.53179066064126
Crawford,2006,Output,395,42 Wholesale Trade,-180556.25503657799,-323.41936685796827,-93.285834894688719,-180972.96023833065
Crawford,2006,Output,396,44-45 Retail trade,0,-23.831709808521829,-225.27257927822058,-249.10428908674237
Crawford,2006,Output,408,48-49 Transportation & Warehousing,0,-787.60297554039812,-248.70150142011661,-1036.3044769605149
Crawford,2006,Output,417,51-56 Professional Services,0,-3686.6934403149453,-4924.524155192662,-8611.2175955076036
Crawford,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-258.08712409276001,-723.76940568054295,-981.85652977330324
Crawford,2006,Output,518,92 Government & non NAICs,0,-113.44359164194216,-2.5759077027107868,-116.01949934465296
Delta,2006,Output,0,Total,-385292.55278067198,-55688.925072891121,-44214.372659701898,-485195.85051326494
Delta,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-2.1649712168544113,-38.257993449401511,-40.422964666255929
Delta,2006,Output,20,21 Mining,0,-10.452324114367103,-23.841222794166395,-34.2935469085335
Delta,2006,Output,41,22 Utilities,0,-2528.2325686704739,-1598.2127086601249,-4126.4452773305993
Delta,2006,Output,52,23 Construction,0,-177.8795276460969,-225.49350259637609,-403.37303024247296
Delta,2006,Output,65,31-33 Manufacturing,0,-869.49400465095437,-103.11700738940019,-972.61101204035458
Delta,2006,Output,395,42 Wholesale Trade,-385292.55278067198,-945.9835788095952,-398.69485074068808,-386637.23121022223
Delta,2006,Output,396,44-45 Retail trade,0,-267.85546850088826,-4227.5877456589596,-4495.4432141598481
Delta,2006,Output,408,48-49 Transportation & Warehousing,0,-8744.0412101863476,-1254.6856645529351,-9998.7268747392827
Delta,2006,Output,417,51-56 Professional Services,0,-34643.488970357721,-24034.418209850857,-58677.907180208575
Delta,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-4119.1171136084786,-12157.171381043541,-16276.288494652019
Delta,2006,Output,518,92 Government & non NAICs,0,-3380.2153351293355,-152.89237296545014,-3533.1077080947857
Dickinson,2006,Output,0,Total,-723233.77184908395,-89386.095243476084,-78094.598200188324,-890714.46529274841
Dickinson,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-19.755914798725954,-309.68713373321668,-329.44304853194262
Dickinson,2006,Output,20,21 Mining,0,-28.541302115690286,-36.171421680349468,-64.712723796039754
Dickinson,2006,Output,41,22 Utilities,0,-6983.2682203155782,-5233.2103175240554,-12216.478537839634
Dickinson,2006,Output,52,23 Construction,0,-258.30904719660543,-370.1111558911789,-628.42020308778433
Dickinson,2006,Output,65,31-33 Manufacturing,0,-7087.0658225409998,-1166.7340716701553,-8253.7998942111553
Dickinson,2006,Output,395,42 Wholesale Trade,-723233.77184908395,-4901.5624996619299,-2335.7619960414195,-730471.09634478728
Dickinson,2006,Output,396,44-45 Retail trade,0,-442.93132333955958,-6962.3911003887079,-7405.3224237282666
Dickinson,2006,Output,408,48-49 Transportation & Warehousing,0,-16702.980089279139,-3559.5222267442277,-20262.502316023369
Dickinson,2006,Output,417,51-56 Professional Services,0,-41798.26084060892,-40428.40663478239,-82226.667475391296
Dickinson,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-4353.3593089548276,-17211.313394448487,-21564.672703403314
Dickinson,2006,Output,518,92 Government & non NAICs,0,-6810.0608746641265,-481.28874728413837,-7291.349621948264
Eaton,2006,Output,0,Total,-1940518.19104187,-57498.525469349428,-84089.000353207521,-2082105.7168644269
Eaton,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-6.1496224579650871,-96.344722585874962,-102.49434504384007
Eaton,2006,Output,20,21 Mining,0,-27.720928518542301,-111.59711441191257,-139.31804293045491
Eaton,2006,Output,41,22 Utilities,0,0,0,0
Eaton,2006,Output,52,23 Construction,0,-21.84033134677945,-17.681662878751478,-39.521994225530932
Eaton,2006,Output,65,31-33 Manufacturing,0,-304.6889765260662,-277.30280285336778,-581.99177937943432
Eaton,2006,Output,395,42 Wholesale Trade,-1940518.19104187,-3839.8100677852053,-1494.0472959088515,-1945852.0484055642
Eaton,2006,Output,396,44-45 Retail trade,0,-38.046337784617535,-526.02142139728028,-564.06775918189783
Eaton,2006,Output,408,48-49 Transportation & Warehousing,0,-4574.2160759603412,-815.60385975411896,-5389.8199357144604
Eaton,2006,Output,417,51-56 Professional Services,0,-47699.215311588297,-78148.328472493609,-125847.54378408195
Eaton,2006,Output,472,"61-81 Education, Health, Recreation Service",0,-261.63059501038009,-2018.3291920351614,-2279.9597870455409
Eaton,2006,Output,518,92 Government & non NAICs,0,-725.20722237122959,-583.74380888859969,-1308.9510312598291
Emmet,2006,Output,0,Total,-589430.13857196597,-61885.556574664333,-48789.929170675707,-700105.62431730586
Emmet,2006,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-6.2833640113581541,-182.54122938964179,-188.82459340099993
Emmet,2006,Output,20,21 Mining,0,-58.012330737022417,-65.877844651729461,-123.8901753887519
Emmet,2006,Output,41,22 Utilities,0,-1375.3797590301053,-1210.9566108936183,-2586.3363699237234
