"","county","year","table","direct","indirect","induced","total","g","IO","A","L","Y","Bona_cent","B_mean","B_sd","IndustryType","grp","tpi","totemp","numind","area","pop","numhh","avghhinc","swindex","LFPover16","PctOver25with BA","PctNoHealthINSunder65","PctUnder18","PctOver65","PctBlack","PctHisp","CropAcres","pctindirect","pctinduced","GRP"
"1","Alcona",2014,"Output",-70669.656,-12483.1492324823,-3346.39082574037,-86499.1960582227,
