Regional SAM Balances IO Aggregated Accounts ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receipts,Description,1,2,3,4,5,6,7,8,9,10,11,5001,6001,7001,8001,10001,10002,10003,10004,10005,10006,10007,10008,10009,11001,11002,11003,12001,12002,12003,13001,14001,14002,25001,28001
1,"11 Ag, Forestry, Fish & Hunting",2395133.3676881678,3121.4358575908959,330.83276770917433,359274.31354129768,16414985.965898894,907.85499050616602,3194.5518255001234,8706.1121563943852,89375.090464605673,143618.42082575374,177.98941440855276,,,,,87303.030059699857,101502.24615080163,268702.17850940663,289572.60566173593,490306.08664751559,844262.06541933073,619154.52478293353,705639.92529602605,486464.41220669454,2.5481317030316886,964.73172005902688,0,460035.92644497944,8816.8711248342297,0,,0,88326.257218525629,9251576.7623347808,29509117.313714355
2,21 Mining,30328.071134748836,57720052.041957766,37788188.426372394,4330957.7307254355,82617952.643386811,122215.94755650971,923951.58320691297,145529.48824007821,529588.27335216594,687399.20985029731,292168.68993448099,,,,,69745.070468807011,82899.63747378056,266031.65715475922,307865.68218980741,537768.51738584996,917729.54289210122,650065.92929865827,681197.0323588684,361941.39461425453,12815.549885814913,194542.07027386531,0,1776375.8145486936,11394.45346737378,0,,41134034.394642368,2182543.2277127495,20829721.280963775,49264383.125174269
3,22 Utilities,83510.65101228097,3469272.4025835618,46701274.762204908,1751360.670503686,15137492.301778603,1644709.1478698852,543966.50580501207,5418644.2138738679,14152958.086561961,12570998.561256681,363324.25022223446,,,,,1064992.7774107812,1392973.5102648269,3578257.9431698308,3707036.1528744344,6001886.5431953855,8890503.1276487224,5963744.1150595695,6252897.6329502231,3865885.1436141115,34621.253018994525,211654.80191756916,0,1015405.3549784784,5936587.9071948752,0,,0,0,470859.57226392074,178814320.56478682
4,23 Construction,105593.95848760958,15253018.423717165,4901702.2053309344,347821.33210966253,11402569.947304798,1082785.0796129894,622733.94741333823,2864486.2557547037,52434972.042615935,6652710.9822307164,601569.0491772769,,,,,0,0,0,0,0,0,0,0,0,622004.78412064351,1717444.5831567321,2180357.0039828797,28897101.199138328,80863.910687598764,69646011.199760407,,453846108.03389645,0,187996.6426640749,33011957.921087734
5,31-33 Manufacturing,438978.87861350027,6293636.063817922,7872014.3088252842,41181457.365632437,32204198.070589811,2633200.2228543935,11119912.368377416,3540144.1965055913,10676731.242665421,17039712.884718146,4019676.6402486307,,,,,1807011.1234254036,2080395.5045534563,6250674.938075942,6987511.4119583881,12102191.948362345,20609890.122992169,14883732.191132164,15945794.20325071,9180096.214093456,154835.73147842003,2830482.0673152455,7427.2199202159236,22963081.11790115,881015.35028246569,43203.449952371993,,1271303.3018176863,201753.44828183978,313640461.7640602,1303248654.2468677
6,42 Wholesale Trade,641536.21050886752,3691766.6175494539,1353469.1876340234,25397027.626254942,75985120.913415477,6852960.9247868843,2167175.800865517,5560546.7365475688,13435478.679337872,21834740.366141986,1090664.2167930333,,,,,2018495.3013469523,1779018.708747956,7161972.8105923384,7804049.0731945932,10752362.184849715,17431971.029229589,12831312.966800984,17424818.991078831,13611012.476340583,101767.89107921578,813267.27139758202,410179.64766966156,5748995.089654997,302.02013730756477,528645.94519682077,,27192553.359574877,890902.73466986488,45071044.921875022,33966.064453124905
7,48-49 Transportation & Warehousing,125695.40669693929,547877.26890882803,1928262.0585233881,5323325.2859906591,14643528.922903022,9525557.6202482954,9123016.9784419015,13223426.277086249,11144113.606637143,6331544.2330783559,444755.88166172337,,,,,333867.87013217015,262637.13270200498,1084337.3158207054,1249150.761396332,1991920.3220879366,3694762.6425984427,2880052.5907551604,3844666.8811631314,3474256.7010050528,58304.996324816791,587165.32488775859,31202.810093832672,2026398.904770121,70923.082958702958,55522.468254615393,,3441488.9836872965,76256.121256506958,13986905.259500038,3354251.6002517692
8,44-45 Retail trade,12390.271321556926,154651.95456184208,433294.44905077212,94628963.168755785,9791824.0875993408,338562.73806236614,1595833.7939753258,3717756.4848595057,9536375.3885939904,12532142.577640766,634.72999716760762,,,,,6605979.3615616653,5822238.2177892402,23439165.157383285,25540502.881725792,35189520.879042618,57050041.564251974,41993352.227693871,57026633.190973364,44545097.728948481,1798.7295379406153,573.92861041644858,0,120968.96347240009,160483.06794201175,0,,29876227.856630791,0,0,198503883.83310053
9,51-56 Professional Services,729286.86043341889,25647815.631275024,13552924.947823169,46481158.033950865,83521696.895580426,47152472.695349373,10221545.895766972,85503383.736961216,614150028.71485758,226406022.66679129,5880344.5571473995,,,,,18944060.63765661,20325724.092417389,60236784.12976668,66383611.208765276,108235402.56591556,181193130.16099554,132913225.68839531,155129391.74416691,112076456.27476583,1354500.3070418167,12070524.846086947,6003954.2935949005,49995393.626966998,10248487.203281984,1950951.840641459,,131767537.1147078,91331.380689416983,70344608.85002476,237026653.74423283
10,"61-72 Educational, Health, Recreation Service",64283.355087772979,1190670.6414797988,1485797.2776338735,3847502.4867184032,11362547.086126782,5698298.3529151687,1028099.5083260196,6592958.7395805009,39107584.624293186,51033427.164685838,1167472.7279942718,,,,,18880809.231900461,23032626.553107601,70453836.680919707,78329012.08759737,126966694.60212228,217859252.46122059,161496300.7737453,193135449.78647131,135851570.79060841,229725.93227601863,693694.7781105754,0,12146659.730386745,4227950.7174247885,0,,1702952.9734767659,0,2228734.2036328828,754468227.81279457
