county,sector,desc,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11
Alcona,1,"11 Ag, Forestry, Fish & Hunting",1852867.9558754209,266.11664101068351,1867123.8071351938,65374.808940469469,2872726.6347377147,72.342673548092989,689.17147566648907,427.3577436088035,10231.8156864251,16584.283129390926,,,,,,13400.345117189365,13016.019037645543,32127.164849270797,42999.104641373226,55953.914305958315,72995.834538602096,42160.304369757963,37969.393999816173,27419.258691978906,0.023918574504878887,65.25241919645913,0,26799.975429188671,80.918722954409546,0,,0,29289.306044720797,1505045.4740934628,12632090.85135418
Alcona,2,21 Mining,15286.34570407812,2156656.7522449922,67142.127175919828,142523.76086109277,36890.405164192161,3803.9237202468985,55539.235447366067,5479.6381717057711,17722.814026379034,15581.215607500195,2762.038102337744,,,,,9415.2033589179755,8652.0070111749556,26294.537063101387,35072.952814618046,47310.178827955802,58720.621585715213,32501.131158227858,25224.807809209928,12195.331268558681,34.166434031453718,3674.8290205979993,0,71929.606816229658,120.66764840682522,0,,1622848.6543034141,125371.23972124475,1175704.59659304,9351971.187142048
Alcona,3,22 Utilities,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,16911319.732666016
Alcona,4,23 Construction,42575.112892310681,761677.98061498965,449787.51558534923,16870.887602334442,378559.4487466446,41965.157964618527,62095.5609895706,132616.21641292813,3256608.0464727725,407898.71162270592,42522.466720854354,,,,,0,0,0,0,0,0,0,0,0,2411.6267849078708,43534.317347939876,56121.394914753066,1704450.9287905849,1185.7296943559518,1723766.1879740669,,27620704.313928969,0,8901.0996452998988,452641.34096214519
Alcona,5,31-33 Manufacturing,25119.510046220887,3029.8853915912623,1020.7574688272784,184419.01160632135,562496.50916529191,4626.1604198791802,499.08863316652423,8246.1218568542427,56787.182220743322,16714.951221469997,522.88013989968488,,,,,1149.8667479269727,916.09412885822428,2810.0745915591506,3610.946510758522,4696.7270759625062,5909.3164575411474,3497.0082235409045,3055.3455712795235,2029.647384812685,6.4088014179785961,123.22827556328846,7.1344946568514258,5343.628799271989,137.6564107939133,18.358692573130902,,12991.340572102097,26.1976861741364,7569147.6984895822,54892541.612382598
Alcona,6,42 Wholesale Trade,252800.43051810211,94145.414288093831,83768.739834106047,725215.14700386196,1613558.8350449964,148519.60308856604,103614.39768941414,143343.33201157197,221800.99957765924,364356.93424499797,8765.681450070173,,,,,211660.36554567335,144283.15907999451,549693.53663683776,690504.33052780142,734598.90366904309,866400.92193541839,498403.92391697702,501650.65929817909,357439.72639984253,228.54492802622741,11894.2532577438,4229.5450281032054,193093.16326929806,2.4764285275220908,4334.6575311456854,,697749.3449706987,13323.780354627177,1480437.9940032957,107035.87532043802
Alcona,7,48-49 Transportation & Warehousing,170499.66843229291,50215.821266729508,227782.7037252016,614547.89459113649,1179931.4229512126,201973.36412293793,391684.60069928097,518736.500411466,275767.40876375855,271054.74913811695,33308.634718535388,,,,,112254.94633939066,68503.800545746679,277916.2645878871,370903.44034849055,458351.44790654432,618153.07514136808,377781.54011322424,368302.51743412623,297776.52224590554,337.29150856936707,25793.965467987993,1249.7483341565255,291139.97385743423,1185.2580656895796,1831.7702838619539,,352152.99036980415,17890.524736665055,837159.12788019632,83792.915471870452
Alcona,8,44-45 Retail trade,7611.4985406067954,6957.8927467046897,50995.826940702085,4971693.6885219021,227861.80298779541,8475.1906864038137,148400.56919474795,136310.47939741457,541651.002570707,348558.15635432221,,,,,,877393.01638745842,598095.13554364222,2278637.6498874878,2862338.8954842137,3045123.5828965474,3591480.7172960998,2066027.4430134238,2079486.0849187274,1481690.3134585198,4.6279903184042803,14.150330011545591,0,3396.0755939903847,2904.5839220042403,0,,1062705.1834177135,0,0,2929183.4533214569
Alcona,9,51-56 Professional Services,194170.85633647241,457468.01271863573,382220.25979233603,1136522.8664034363,1177938.1680373289,871631.6699591825,428068.58072628803,2216539.2800880815,9721098.3227325175,4726949.748817374,111182.45984291057,,,,,2649211.2613619925,2162948.4188007824,5844182.3396192594,7453111.2032861412,9713021.3302486427,12077456.015152598,7162263.3529268522,6198957.8231787626,4120139.1142106289,1834.4607887672978,127360.4028636265,91638.735858243177,1224550.4593735607,33952.558893279042,15653.152449072692,,3668976.8558099931,21.213438834505855,4573930.7570971269,11024711.579544857
Alcona,10,"61-72 Educational, Health, Recreation Service",40066.445677906959,15410.690788967029,69163.571014231042,165857.49364499003,397366.74362092011,176192.37666490162,49022.860421935526,234531.72450238423,525738.43200760114,532731.35837222554,32949.360072461051,,,,,1734076.7213239595,1641610.588886136,4763666.6970375637,6115446.1055429429,7663534.1761769382,9593881.2050132547,5528922.1119820941,4893802.1914019566,3120657.6545058778,646.67134081324184,14398.226533939371,0,353222.99512403965,35460.028576295168,0,,11270.639239931908,0,40024.144857445302,19223218.271699991
Alcona,11,92 Government & non NAICs,1284.240754905393,111.41539379094702,12512.188158204652,1576.3107589516021,22444.392622461583,137673.12451758329,286574.66820232879,105189.77650801666,78914.632110215098,145573.47305087809,,,,,,8652.5899580722999,5899.890784238969,22458.019078763613,28189.854508588196,29920.359661293922,35253.281026084485,20260.247345050513,20415.869591952774,14530.702743370153,52795.577432452854,2478063.4178859615,0,13179711.770339752,3130854.4911301243,0,,0,0,10590.898804366587,990064.27545100451
