Regional SAM Balances IO Aggregated Accounts ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Receipts,Description,1,2,3,4,5,6,7,8,9,10,11,5001,6001,7001,8001,10001,10002,10003,10004,10005,10006,10007,10008,10009,11001,11002,11003,12001,12002,12003,13001,14001,14002,25001,28001
1,"11 Ag, Forestry, Fish & Hunting",1408293.1267089327,218.37699822243221,43.348641643671961,298813.30198326247,11831458.670193302,125.26850058163805,316.40087079956822,565.2822729686859,29995.506199247895,26939.053099616805,0.88284177459475432,,,,,66678.15447955644,59208.139919376474,146177.41775065119,151108.448838888,231837.88493145214,308763.19193913584,224931.10310047653,231210.26788468982,87594.699945462518,10.690693435090761,105.15686587641565,0,168036.20010317906,3501.0270704528634,0,,0,5510.2164957773666,1977584.6198230831,7103206.0543396529
2,21 Mining,3718.0259016794953,1904977.7170157756,1581498.1045952982,118258.67569396671,321939.15400951623,9917.4978165998964,85845.625580248467,15601.517697155749,17992.336010760431,36153.914578536358,18269.833587987865,,,,,5291.4151395713898,4849.0087432984983,14582.890188171896,16604.407928985416,26376.178201591592,35534.723930119748,25256.990028918251,24504.209957487899,7518.7279151270786,12231.647679501166,6357.196502789061,0,96829.277462103448,350.07080709240546,0,,1766644.3087337078,119675.82143184793,1050560.2331832051,6739710.795693093
3,22 Utilities,32658.760776771458,120558.03858835554,14120563.55159135,1152001.098737485,35086969.216262646,808301.81929617084,167787.00400514965,2389407.9921456538,3129255.1946366355,2464502.3697163928,76360.464418296295,,,,,775931.44565373554,769704.94789158134,1831352.019260447,1857460.8343593378,2678483.8630231782,3109953.7750159232,2045845.9212600002,1947279.077970518,682438.31650074245,177529.11407256965,45396.283288574021,0,255551.63537306729,690732.2740820864,0,,0,0,423056.85020983219,19559327.354654681
4,23 Construction,21416.729687951236,806566.98335458979,859451.25886456703,172005.41570060057,8962369.0694087222,320671.18345501908,252284.33888965301,699374.66340293468,9629554.1243599616,1302227.427445661,227387.11777428762,,,,,0,0,0,0,0,0,0,0,0,4906573.9339857828,372085.65026559762,4749961.2406704295,12721296.006039042,16553.669648929565,19994051.600647669,,253735644.68946654,0,119504.43685054779,65147919.312119484
5,31-33 Manufacturing,22168.312256810317,14695.684637020753,42036.565171648937,5342777.5821814258,16659193.836837286,625255.88490124082,60412.472658055449,994395.34499137895,1485117.9524241649,1493411.6070914448,4511.6318494737561,,,,,201103.81453543168,174770.24475473943,441491.4043917185,446786.71801192331,679225.85554741754,885896.22827146982,639635.14599186939,641142.32760982122,233317.19482044861,116879.58139552493,22073.349049344313,9846.76828793612,626625.06978885562,39056.947928219714,12675.013258776753,,1987125.3396018264,118013.00159783739,212648164.4806155,1050233282.1281694
6,42 Wholesale Trade,412176.34586918197,87223.147005450635,227959.47764095367,8218419.6927357027,45827478.963968486,1410554.5265380784,980996.94449717179,905726.24250444944,1380697.3557167042,2025577.5325321197,317578.20445072895,,,,,713741.34076504037,485437.52701853128,1828345.6800228108,1961038.9392837829,2456412.9503325033,3145800.7215715731,2324468.3625755506,2927663.7181804371,1328709.0786977983,559822.50101908285,122873.92157404104,554701.84532902588,1765125.3197521728,42.970399685243606,75213.950453148616,,10183368.554831924,201700.1940051674,14640980.720520023,3726.0055541999195
7,48-49 Transportation & Warehousing,256747.85806532422,43118.788357006641,409783.12343902537,4995186.9428582825,21414084.706543379,2476290.7825706783,4977337.2831896432,2870450.3027811097,1718078.3337851723,1262207.9459969245,279207.37165955477,,,,,310653.33917365695,189142.0062191796,741009.7678674364,841406.34602296376,1220154.0541995959,1785399.6626510157,1398303.1353166692,1720911.1287820237,895611.04033171025,816091.92151912395,236462.62272421032,121036.50456730725,1537967.5689525043,18079.665622224584,22944.26879920335,,3744472.7599932649,142932.56649695669,7666121.7224468449,501988.36266040645
8,44-45 Retail trade,8818.0852330879225,3308.7712214254675,73143.29267738077,25309909.018200904,10502350.796138678,79120.631902226523,951663.37429051904,671303.63121121121,1619747.0242017657,2061110.6587174216,,,,,,2807470.4878759398,1909447.3235424813,7191718.0236540511,7713661.6194744576,9662193.7829369139,12373870.247322951,9143194.7930225059,11515837.573913809,5226419.1653886782,10996.450503179749,82.717065369496723,0,40198.60146659374,23146.269345081506,0,,12090705.919329103,0,0,36459516.763687134
9,51-56 Professional Services,156403.27553529028,564850.20054390572,2000068.3697343161,13117745.559872404,31745760.736597672,6725603.0055904128,2596034.2568237488,9118590.7318016365,42718871.63800516,13864170.532186098,1131549.0333172525,,,,,5949675.1487439461,4839474.8536257548,13810804.179726396,15241545.576622292,23316125.438198283,31995278.849287763,24711695.563986562,27471028.942033406,11672068.171279702,3633517.0367228226,1629819.8176286873,6119715.2816785164,11450181.706699036,784486.98391982471,146699.93097861065,,28755775.057210289,185.82963520864757,9543573.4572670497,9421964.9113418423
10,"61-72 Educational, Health, Recreation Service",79900.138505819516,22627.837108481035,203910.43942282203,1431776.3147978892,6949276.3398687057,1212944.6967552889,351753.30102092429,1106312.6106676324,3992128.8841471523,2851413.9638196258,318601.57023149007,,,,,5377570.8114657598,4972404.5013547475,14269563.40053477,15679770.633232985,23296795.416612953,31977539.163076408,23859006.154899929,26492874.053340692,10736202.920811294,1497078.9844641872,90121.832691961506,0,4317982.5889437748,582429.43885058525,0,,125641.37892080618,0,207484.28180879229,47931349.503442295
