Alcona,-63457.907818646,2006,0.147134013155332
Allegan,-2527675.44685015,2006,0.0396861285776785
Alpena,-715001.536148269,2006,0.200525737925275
Antrim,-245754.567790853,2006,0.141375068150926
Arenac,-540922.980591155,2006,0.069634090854577
Barry,-697023.717786493,2006,0.126896397000873
Bay,-2096646.88131761,2006,0.127479806141327
Benzie,-131994.059973661,2006,0.071731163907811
Berrien,-3662430.59231505,2006,0.140406106327495
Branch,-953673.742283391,2006,0.0623922485965754
Calhoun,-2604100.13801631,2006,0.0623213382140022
Cass,-961518.080659018,2006,0.0628188708791342
Charlevoix,-161274.815727906,2006,0.188843977110104
Cheboygan,-202561.470514804,2006,0.161830028615196
Chippewa,-347459.870090018,2006,0.115128173459321
Clare,-385023.827117392,2006,0.0859101186888119
Clinton,-1432804.80116766,2006,0.0907583438378295
Crawford,-180556.255036578,2006,0.0434100735923409
Delta,-385292.552780672,2006,0.200229042928366
Dickinson,-723233.771849084,2006,0.126282594913549
Eaton,-1940518.19104187,2006,0.0465422067968167
Emmet,-589430.138571966,2006,0.153962856384239
Genesee,-10203607.6181554,2006,0.208023721061669
Gladwin,-90467.0383004926,2006,0.0429850710948866
Gogebic,-156488.34910399,2006,0.194646121591789
Grand Traverse,-1818474.36047362,2006,0.338146094014841
Gratiot,-1239016.75748222,2006,0.0705947934946463
Hillsdale,-735452.092598967,2006,0.0576035968402144
Houghton,-257696.719073081,2006,0.14334413065741
Huron,-589427.60592057,2006,0.197784154550552
Ingham,-6080256.96862734,2006,0.116017268675817
Ionia,-417275.312504352,2006,0.0811788411524911
Iosco,-202916.491456354,2006,0.155623329303348
Iron,-115877.181317975,2006,0.239641975589876
Isabella,-1142739.74743819,2006,0.100106939123193
Jackson,-3356688.47669001,2006,0.0495209069097173
Kalamazoo,-7326569.24939716,2006,0.12390644765687
Kalkaska,-330884.289059493,2006,0.0373942209719074
Kent,-33815408.5642515,2006,0.283892035121931
Lake,-185046.552444847,2006,0.0556325309576094
Lapeer,-745503.801954569,2006,0.0469170989650212
Leelanau,-166330.461128444,2006,0.212447435898297
Lenawee,-1290014.2271433,2006,0.10132528357854
Livingston,-4308943.90801325,2006,0.0786074681168599
Mackinac,-67539.6682261691,2006,0.129852896797934
Macomb,-19949709.0238144,2006,0.0586402741149673
Manistee,-270368.54462453,2006,0.0370935857087228
Marquette,-923442.110651473,2006,0.232684205056994
Mason,-475746.771142196,2006,0.109003317039605
Mecosta,-324323.432083877,2006,0.0946931473638728
Menominee,-441142.879976748,2006,0.135372933772056
Midland,-1197498.14983453,2006,0.165119696290851
Missaukee,-206224.530382368,2006,0.192757560210156
Monroe,-2312678.49418353,2006,0.0674020405874857
Montcalm,-471147.26614988,2006,0.112448419423595
Muskegon,-2706637.38640138,2006,0.0373083495813823
Newaygo,-347778.320855158,2006,0.141824450264105
Oakland,-86454005.1384429,2006,0.18287065229143
Oceana,-247154.919225414,2006,0.0456804519182482
Ogemaw,-404844.847744791,2006,0.170511458480675
Osceola,-184674.190064896,2006,0.109536898770785
Otsego,-776559.207368782,2006,0.0818758935335428
Ottawa,-7518655.471257,2006,0.130273075525817
Presque Isle,-165995.505864005,2006,0.0925548334178924
Roscommon,-236057.098429945,2006,0.0489679443375974
Saginaw,-4052748.09680881,2006,0.100465082755135
Sanilac,-521810.336831335,2006,0.123119523370504
Shiawassee,-1313758.49046764,2006,0.0510065258077659
St. Clair,-2911223.09158577,2006,0.129866461690288
St. Joseph,-1702604.62832356,2006,0.0635517477155482
Tuscola,-1003559.70268514,2006,0.0886857054295781
Van Buren,-644252.367657605,2006,0.149316180987739
Washtenaw,-10656350.4605145,2006,0.110372189652065
Wayne,-52586541.6031342,2006,0.161924353542624
Wexford,-563357.390651025,2006,0.127373461986224
