county,table,sector,description,direct,indirect,induced,total
Mason,Employment,52,23 Construction,0,-0.0092670467900895,-0.0055330360384767503,-0.014800082828566251
Mason,Employment,65,31-33 Manufacturing,0,-0.0026202226851020846,-0.00041375999023366273,-0.0030339826753357471
Mason,Employment,395,42 Wholesale Trade,-1.0482718944549561,-0.0098990033718351807,-0.0050872044316107789,-1.063258102258402
Mason,Employment,396,44-45 Retail trade,0,-0.006609586840015026,-0.075948002098575718,-0.082557588938590748
Mason,Employment,408,48-49 Transportation & Warehousing,0,-0.11110968979975031,-0.013370216612469364,-0.12447990641221966
Mason,Employment,417,51-56 Professional Services,0,-0.23788174485693878,-0.089608774935648131,-0.32749051979258698
Mason,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.05896450212479986,-0.22672861391924049,-0.2856931160440403
Mason,Employment,520,92 Government & non NAICs,0,0,0,0
Mecosta,Output,0,Total,-140985.73000000001,-31508.629435047234,-23468.731509050125,-195963.09094409738
Mecosta,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-9.2728015380585305,-139.71104540483171,-148.98384694289021
Mecosta,Output,20,21 Mining,0,-80.320833088290641,-52.184559901395296,-132.50539298968593
Mecosta,Output,41,22 Utilities,0,-1558.6113554907338,-869.86527519055335,-2428.4766306812871
Mecosta,Output,52,23 Construction,0,-605.06366219116808,-267.61507955061768,-872.67874174178576
Mecosta,Output,65,31-33 Manufacturing,0,-92.547612848383395,-399.37188152104017,-491.9194943694236
Mecosta,Output,395,42 Wholesale Trade,-140985.73000000001,-738.67604961752659,-284.76585118190201,-142009.17190079944
Mecosta,Output,396,44-45 Retail trade,0,-327.68829404783105,-3276.0578336901826,-3603.746127738013
Mecosta,Output,408,48-49 Transportation & Warehousing,0,-8212.8013082026519,-722.57198240384469,-8935.3732906064979
Mecosta,Output,417,51-56 Professional Services,0,-17360.828359160314,-10488.414309972055,-27849.242669132382
Mecosta,Output,472,"61-72 Educational, Health, Recreation Service",0,-2522.8191588622758,-6968.1736902337034,-9490.9928490959792
Mecosta,Output,520,92 Government & non NAICs,0,0,0,0
Mecosta,Employment,0,Total,-0.78166824579238892,-0.33035706482090788,-0.21045872528687432,-1.3224840359001713
Mecosta,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00010639695681136257,-0.0013475357232156763,-0.0014539326800270388
Mecosta,Employment,20,21 Mining,0,-0.00053780612969848507,-0.00031693287826087377,-0.00085473900795935884
Mecosta,Employment,41,22 Utilities,0,-0.0015762246729920579,-0.00094491331582570199,-0.0025211379888177596
Mecosta,Employment,52,23 Construction,0,-0.0048848678789885332,-0.0020617316171127691,-0.0069465994961013027
Mecosta,Employment,65,31-33 Manufacturing,0,-0.00047021249196883998,-0.00048953840573064036,-0.00095975089769948017
Mecosta,Employment,395,42 Wholesale Trade,-0.78166824579238892,-0.0040954473917061583,-0.0015788295330189262,-0.78734252271711402
Mecosta,Employment,396,44-45 Retail trade,0,-0.004655024959740817,-0.042628898270940581,-0.047283923230681396
Mecosta,Employment,408,48-49 Transportation & Warehousing,0,-0.075088239168843135,-0.0059365484202731217,-0.081024787589116243
Mecosta,Employment,417,51-56 Professional Services,0,-0.19974061127025791,-0.049310798698051626,-0.24905140996830957
Mecosta,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.039202233899900588,-0.10584299842444439,-0.14504523232434496
Mecosta,Employment,520,92 Government & non NAICs,0,0,0,0
Menominee,Output,0,Total,-295090.40999999997,-46049.302548638487,-34730.784732574102,-375870.49728121259
Menominee,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-9.2376964195844344,-35.307819626436192,-44.545516046020637
Menominee,Output,20,21 Mining,0,-45.388039058267438,-33.948899871878758,-79.336938930146204
Menominee,Output,41,22 Utilities,0,0,0,0
Menominee,Output,52,23 Construction,0,-532.62377246999199,-253.71999980898977,-786.34377227898187
Menominee,Output,65,31-33 Manufacturing,0,-205.46354084465364,-34.302229908399724,-239.76577075305332
Menominee,Output,395,42 Wholesale Trade,-295090.40999999997,-4927.9833372223657,-1837.236154371325,-301855.62949159369
Menominee,Output,396,44-45 Retail trade,0,-336.25192150587782,-4109.5518056709625,-4445.8037271768399
Menominee,Output,408,48-49 Transportation & Warehousing,0,-6374.7305660088896,-850.64776589908706,-7225.3783319079776
Menominee,Output,417,51-56 Professional Services,0,-18703.153874828462,-14974.516241286034,-33677.670116114503
Menominee,Output,472,"61-72 Educational, Health, Recreation Service",0,-4875.6536844916836,-8703.3325146813495,-13578.986199173032
Menominee,Output,520,92 Government & non NAICs,0,-10038.816115788704,-3898.2213014496356,-13937.03741723834
Menominee,Employment,0,Total,-1.4928338527679443,-0.44077458075614062,-0.31668220469453168,-2.2502906382186163
Menominee,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-8.4359193316522481E-05,-0.00041693046755434207,-0.00050128966087086447
Menominee,Employment,20,21 Mining,0,-0.0002830498530844965,-0.00020894003964000798,-0.00049198989272450442
Menominee,Employment,41,22 Utilities,0,0,0,0
Menominee,Employment,52,23 Construction,0,-0.003836211200617399,-0.0017816951545471076,-0.0056179063551645069
Menominee,Employment,65,31-33 Manufacturing,0,-0.0015019733400865553,-0.00017752224766643879,-0.0016794955877529939
Menominee,Employment,395,42 Wholesale Trade,-1.4928338527679443,-0.024930191090900888,-0.009294400015850187,-1.5270584438746953
Menominee,Employment,396,44-45 Retail trade,0,-0.0046649947611690154,-0.05967539541264865,-0.064340390173817666
Menominee,Employment,408,48-49 Transportation & Warehousing,0,-0.065765815174296194,-0.0072569862252687472,-0.073022801399564935
Menominee,Employment,417,51-56 Professional Services,0,-0.21223683135835259,-0.051080565231455745,-0.26331739658980829
Menominee,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.081876439741046303,-0.1690846652974102,-0.25096110503845642
Menominee,Employment,520,92 Government & non NAICs,0,-0.04559471504327068,-0.017705104602490255,-0.063299819645760938
Midland,Output,0,Total,-539369.18999999994,-120465.47367510913,-93836.621957632073,-753671.28563274106
Midland,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-11.516178641670239,-127.29110003469198,-138.80727867636225
Midland,Output,20,21 Mining,0,-76.380573483573201,-36.331752983865272,-112.71232646743849
Midland,Output,41,22 Utilities,0,-2367.1259979176707,-1193.5712398013927,-3560.6972377190637
Midland,Output,52,23 Construction,0,-3166.7688154363382,-1614.1236257787055,-4780.8924412150436
Midland,Output,65,31-33 Manufacturing,0,-8797.8502407362084,-2989.7941770423845,-11787.644417778594
Midland,Output,395,42 Wholesale Trade,-539369.18999999994,-3725.8013586688321,-1492.6069295618572,-544587.5982882306
Midland,Output,396,44-45 Retail trade,0,-1189.2531149852809,-9724.8348479583474,-10914.087962943626
Midland,Output,408,48-49 Transportation & Warehousing,0,-15704.753378703084,-869.35277797297647,-16574.106156676062
Midland,Output,417,51-56 Professional Services,0,-77545.661890671559,-37866.035998658379,-115411.69788932997
Midland,Output,472,"61-72 Educational, Health, Recreation Service",0,-7880.3621258649082,-37922.679507839464,-45803.041633704372
Midland,Output,520,92 Government & non NAICs,0,0,0,0
Midland,Employment,0,Total,-2.6449036598205566,-0.94987095169478952,-0.85401363109644268,-4.448788242611788
Midland,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00033091861352750639,-0.0032446989569375486,-0.0035756175704650555
Midland,Employment,20,21 Mining,0,-0.00046750640921637169,-0.00017718726487221,-0.00064469367408858161
Midland,Employment,41,22 Utilities,0,-0.0017618194421071855,-0.00089265105338180348,-0.0026544704954889892
Midland,Employment,52,23 Construction,0,-0.020315828903592653,-0.0099345053110715641,-0.030250334214664214
Midland,Employment,65,31-33 Manufacturing,0,-0.045818492241679207,-0.00418323975562797,-0.050001731997307175
Midland,Employment,395,42 Wholesale Trade,-2.6449036598205566,-0.018270205511688505,-0.0073192939521093282,-2.6704931592843542
Midland,Employment,396,44-45 Retail trade,0,-0.016619378217606721,-0.13413773691499573,-0.15075711513260243
Midland,Employment,408,48-49 Transportation & Warehousing,0,-0.12548204432890078,-0.0069106596513151836,-0.13239270398021596
Midland,Employment,417,51-56 Professional Services,0,-0.60449549009611458,-0.14660929859123947,-0.75110478868735386
Midland,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.11630926793035598,-0.54060435964489184,-0.65691362757524763
Midland,Employment,520,92 Government & non NAICs,0,0,0,0
Missaukee,Output,0,Total,-188824.98000000001,-41733.896470132131,-13556.053911232641,-244114.9303813648
Missaukee,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-46.294838087945287,-120.10790396215374,-166.40274205009905
Missaukee,Output,20,21 Mining,0,-172.33047796698435,-19.813464566413813,-192.14394253339816
Missaukee,Output,41,22 Utilities,0,0,0,0
Missaukee,Output,52,23 Construction,0,-1525.203085240965,-352.63914925600488,-1877.8422344969699
Missaukee,Output,65,31-33 Manufacturing,0,-482.35997341091871,-48.11999844859848,-530.47997185951726
Missaukee,Output,395,42 Wholesale Trade,-188824.98000000001,-4625.8541959404829,-863.13731546545409,-194313.97151140595
Missaukee,Output,396,44-45 Retail trade,0,-438.66540337223512,-1706.1820602376356,-2144.8474636098708
Missaukee,Output,408,48-49 Transportation & Warehousing,0,-11724.361063864004,-655.19137210625604,-12379.55243597026
Missaukee,Output,417,51-56 Professional Services,0,-19507.530885855478,-6808.7936345515573,-26316.324520407044
Missaukee,Output,472,"61-72 Educational, Health, Recreation Service",0,-3211.2965463931191,-2982.069012638568,-6193.3655590316866
Missaukee,Output,520,92 Government & non NAICs,0,0,0,0
Missaukee,Employment,0,Total,-1.2287758588790894,-0.4850301965326751,-0.12398015335925149,-1.837786208771016
Missaukee,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00025476725583549405,-0.00089397769505786609,-0.0011487449508933601
Missaukee,Employment,20,21 Mining,0,-0.001183425076917448,-0.00012328017867941341,-0.0013067052555968614
Missaukee,Employment,41,22 Utilities,0,0,0,0
Missaukee,Employment,52,23 Construction,0,-0.011800282852899654,-0.0025903915741610972,-0.014390674427060751
Missaukee,Employment,65,31-33 Manufacturing,0,-0.0044355562337690512,-0.00024113316738915154,-0.0046766894011582034
Missaukee,Employment,395,42 Wholesale Trade,-1.2287758588790894,-0.030102678999052581,-0.0056168535450949273,-1.2644953914232369
Missaukee,Employment,396,44-45 Retail trade,0,-0.0063143317083664231,-0.023674204860772343,-0.02998853656913877
Missaukee,Employment,408,48-49 Transportation & Warehousing,0,-0.12207647749224973,-0.0063975799189354247,-0.12847405741118517
Missaukee,Employment,417,51-56 Professional Services,0,-0.26710686217617469,-0.022412900666969937,-0.28951976284314457
Missaukee,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.041755814737410045,-0.062029831752191331,-0.10378564648960137
Missaukee,Employment,520,92 Government & non NAICs,0,0,0,0
Monroe,Output,0,Total,-2423564.2999999998,-555134.74225054064,-413883.14727145841,-3392582.1895219982
Monroe,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-29.44861406596463,-443.74147046916096,-473.19008453512555
Monroe,Output,20,21 Mining,0,-134.461608239003,-159.34526888613124,-293.80687712513424
Monroe,Output,41,22 Utilities,0,-18087.287887966213,-11296.88808053008,-29384.175968496285
Monroe,Output,52,23 Construction,0,-12376.119145951263,-7200.4835768766898,-19576.602722827953
Monroe,Output,65,31-33 Manufacturing,0,-4087.9804036136466,-3168.6246838224151,-7256.6050874360644
Monroe,Output,395,42 Wholesale Trade,-2423564.2999999998,-51750.67283021193,-23655.854286548802,-2498970.8271167604
Monroe,Output,396,44-45 Retail trade,0,-4212.7120464484487,-52179.291256596029,-56392.003303044476
Monroe,Output,408,48-49 Transportation & Warehousing,0,-100091.97578569365,-11903.41321067872,-111995.38899637239
Monroe,Output,417,51-56 Professional Services,0,-325161.21233612252,-172303.38588180183,-497464.5982179243
Monroe,Output,472,"61-72 Educational, Health, Recreation Service",0,-38767.771373789772,-131104.91591603227,-169872.68728982206
Monroe,Output,520,92 Government & non NAICs,0,-435.10021843823631,-467.20363921626256,-902.30385765449887
Monroe,Employment,0,Total,-11.519959449768066,-4.9037092131285283,-3.7170013279854448,-20.140669990882042
Monroe,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00045498749678830777,-0.0061726726619063237,-0.0066276601586946335
Monroe,Employment,20,21 Mining,0,-0.00096068648168525644,-0.0010792045753139203,-0.0020398910569991769
Monroe,Employment,41,22 Utilities,0,-0.014983329889791308,-0.01025968752729029,-0.025243017417081598
Monroe,Employment,52,23 Construction,0,-0.073257077704169005,-0.040727863019636011,-0.11398494072380501
Monroe,Employment,65,31-33 Manufacturing,0,-0.0067779292520000478,-0.0016716249519678078,-0.008449554203967858
Monroe,Employment,395,42 Wholesale Trade,-11.519959449768066,-0.24598715838036786,-0.11244368540095662,-11.878390293549391
Monroe,Employment,396,44-45 Retail trade,0,-0.058323888137489253,-0.71576414693885371,-0.77408803507634294
Monroe,Employment,408,48-49 Transportation & Warehousing,0,-0.92990293080321718,-0.096644735863160011,-1.0265476666663773
Monroe,Employment,417,51-56 Professional Services,0,-2.9687837850632142,-0.74419231820070619,-3.7129761032639199
Monroe,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.60257640438067583,-1.9862188441540183,-2.588795248534693
Monroe,Employment,520,92 Government & non NAICs,0,-0.0017010355391304571,-0.0018265446916358211,-0.0035275802307662783
Montcalm,Output,0,Total,-383858.71999999997,-65049.812889410518,-56221.260922469548,-505129.79381187999
Montcalm,Output,1,"11 Ag, Forestry, Fish & Hunting",0,-31.729099167399667,-350.01106431141307,-381.74016347881275
Montcalm,Output,20,21 Mining,0,-65.221750236120542,-49.463155904642377,-114.68490614076292
Montcalm,Output,41,22 Utilities,0,-3706.5052161130398,-2102.350348031764,-5808.8555641448038
Montcalm,Output,52,23 Construction,0,-1896.277448716897,-879.0256323357429,-2775.3030810526398
Montcalm,Output,65,31-33 Manufacturing,0,-8256.5864247536338,-792.03866679631244,-9048.6250915499422
Montcalm,Output,395,42 Wholesale Trade,-383858.71999999997,-4009.3123281288426,-1516.5019345462654,-389384.53426267509
Montcalm,Output,396,44-45 Retail trade,0,-948.40889048523798,-6843.9516831085812,-7792.3605735938199
Montcalm,Output,408,48-49 Transportation & Warehousing,0,-12501.870449098489,-1578.2267842175695,-14080.097233316059
Montcalm,Output,417,51-56 Professional Services,0,-25044.529532444998,-20329.275930042022,-45373.805462487035
Montcalm,Output,472,"61-72 Educational, Health, Recreation Service",0,-5877.0774171101029,-20182.677248133237,-26059.754665243341
Montcalm,Output,520,92 Government & non NAICs,0,-2712.2943331557512,-1597.7384750419956,-4310.0328081977468
Montcalm,Employment,0,Total,-1.9908665418624878,-0.61300490559448206,-0.49027137705532564,-3.0941428245122955
Montcalm,Employment,1,"11 Ag, Forestry, Fish & Hunting",0,-0.00028836410394712889,-0.0043254792945557887,-0.0046138433985029184
Montcalm,Employment,20,21 Mining,0,-0.00045174183675474034,-0.00034213897140190761,-0.000793880808156648
Montcalm,Employment,41,22 Utilities,0,-0.002828104197215962,-0.0017360954833474311,-0.0045641996805633927
Montcalm,Employment,52,23 Construction,0,-0.013574207426429822,-0.0060467086816686604,-0.019620916108098484
Montcalm,Employment,65,31-33 Manufacturing,0,-0.052584720173639868,-0.0031206939426019942,-0.055705414116241851
Montcalm,Employment,395,42 Wholesale Trade,-1.9908665418624878,-0.020794123118115203,-0.0078652709878883603,-2.0195259359684914
Montcalm,Employment,396,44-45 Retail trade,0,-0.013179191886061734,-0.094668029229131576,-0.10784722111519331
Montcalm,Employment,408,48-49 Transportation & Warehousing,0,-0.11927146943070488,-0.013304617998723557,-0.13257608742942847
Montcalm,Employment,417,51-56 Professional Services,0,-0.28641252546951623,-0.068761868285879782,-0.35517439375539595
Montcalm,Employment,472,"61-72 Educational, Health, Recreation Service",0,-0.09607485772356697,-0.28565556727786556,-0.38173042500143245
